,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,cost_2021_PCI_Family_house,0
2447,5840,20916_29.271325_-94.8223992_0_82.09.jpg,WNORGCgTdZanVyzCvyAZQw,1.454210589,0.736131012,29.271325,-94.8223992,29.27134297,-94.82219645,"[2019, 8]",10,Y,246.6260071,2654.660247,1.454210589,6.771032116,10,Y,4.728967884,3.228967884,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50562.58611,70088.06459,86839.99467,80097.55578,80372.56586,86702.20221,6329.636355
91,8274,26115_29.1797512_-94.9781539_0_116.44.jpg,hcqb7-Xi8qnULS-doPZt0A,0.345816758,0.790217318,29.1797512,-94.9781539,29.17950536,-94.97741419,"[2021, 3]",17,Y,184.947998,1990.763682,0.345816758,3.134569416,17,Y,15.36543058,13.86543058,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,57464.25088,79654.90765,98693.43369,91030.66899,91343.21725,97672.11763,6328.900377
1957,6346,22384_29.2606349_-94.842052_0_29.83.jpg,SfXQQ8EGxxPfvpkgfOBX4g,1.339860698,0.810585479,29.2606349,-94.842052,29.26082632,-94.84190019,"[2020, 3]",10,Y,246.4459991,2652.722657,1.339860698,6.395868432,10,Y,5.104131568,3.604131568,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51272.08527,71071.54717,88058.54198,81221.49252,81500.36157,87825.37804,6325.016465
1116,222,10445_29.3163725_-94.7718956_0_57.80.jpg,QKl2JZRKf7G-gFE-iqzlOw,1.122600778,0.942852406,29.3163725,-94.7718956,29.31645604,-94.77176738,"[2019, 10]",11,Y,216.7420044,2332.991519,1.122600778,5.683073419,11,Y,6.816926581,5.316926581,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48089.24247,66659.6033,82592.08795,76179.46543,76441.02298,82761.07045,6320.047465
1415,7012,2390_29.2700266_-94.8357859_0_335.75.jpg,m9_pSj3AzKs-5C_NxCpzDA,1.199597026,0.735638673,29.2700266,-94.8357859,29.27016826,-94.83585346,"[2021, 4]",10,Y,245.8399963,2646.199697,1.199597026,5.935685781,10,Y,5.564314219,4.064314219,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52059.31025,72162.77054,89410.58147,82468.55684,82751.70761,89061.17106,6309.463452
955,2210,14073_29.2920395_-94.8093024_0_87.94.jpg,ES2T96GNYI9vHnGzlOLo5Q,1.070811437,0.703326474,29.2920395,-94.8093024,29.29201772,-94.8091263,"[2020, 3]",11,Y,211.0319977,2271.529518,1.070811437,5.513160883,11,Y,6.986839117,5.486839117,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47111.816,65304.72938,80913.38211,74631.09782,74887.33915,81194.26451,6306.925358
638,11331,6283_29.2987341_-94.790292_0_283.29.jpg,WA6nUHrFGxQvMfVNs3cAPg,0.929076529,0.722946279,29.2987341,-94.790292,29.29876572,-94.79042526,"[2019, 8]",11,Y,197.7879944,2128.972253,0.929076529,5.048151342,11,Y,7.451848658,5.951848658,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44897.6542,62235.53677,77110.61381,71123.58441,71367.7829,77672.31109,6304.528186
691,4984,19357_29.2782989_-94.8380558_0_35.83.jpg,I9Iy8h18tcYloqzunmqpyQ,0.959044432,0.296902244,29.2782989,-94.8380558,29.27844665,-94.83796138,"[2020, 3]",11,Y,200.352005,2156.571034,0.959044432,5.146471234,11,Y,7.353528766,5.853528766,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,45320.65637,62821.88739,77837.10961,71793.67356,72040.17276,78342.16881,6301.996049
1169,6094,21813_29.2629878_-94.8484581_0_350.04.jpg,5sEHxOwnyGuZZIXjdXZYhw,1.136762255,0.815162307,29.2629878,-94.8484581,29.26312873,-94.8485151,"[2021, 4]",11,Y,217.4519958,2340.633803,1.136762255,5.729534957,11,Y,6.770465043,5.270465043,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48165.20845,66764.90465,82722.55765,76299.80519,76561.77592,82859.31014,6297.534219
2758,10289,4844_29.3073961_-94.7826485_0_343.58.jpg,ss3gnK3ycyQrRPIiZPF2jw,1.529940596,0.539711388,29.3073961,-94.7826485,29.3075376,-94.78269583,"[2019, 10]",12,Y,227.1499939,2445.022185,1.529940596,7.019490144,12,Y,6.480509856,4.980509856,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49781.58665,69005.47082,85498.64735,78860.35348,79131.1157,85427.78004,6296.664342
4958,3179,1586_29.2804708_-94.819487_0_328.35.jpg,_7YK_iPO9GhFtCA43XLZ2w,1.958504136,0.884642732,29.2804708,-94.819487,29.28058577,-94.81955394,"[2021, 4]",10,Y,245.1380005,2638.643477,1.958504136,8.425538504,10,Y,3.074461496,1.574461496,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,46983.27972,65126.55695,80692.62422,74427.48003,74683.02225,80974.46904,6291.446787
1856,6218,22025_29.2611068_-94.8453237_0_247.25.jpg,UCKFCF5bjBADgJNNkW8jCA,1.313544289,0.723552492,29.26110677,-94.84532372,29.26103029,-94.84545619,"[2021, 4]",10,Y,245.0500031,2637.696281,1.313544289,6.309528507,10,Y,5.190471493,3.690471493,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51152.45787,70905.72391,87853.08486,81031.98753,81310.20592,87599.39426,6289.188341
3797,5371,20051_29.2762206_-94.8454206_0_155.22.jpg,7vIbbCqRhTGJVHX8_bqHfQ,1.74514342,0.716378802,29.27622057,-94.84542055,29.27607475,-94.84533994,"[2020, 3]",11,Y,244.9589996,2636.716727,1.74514342,7.725536155,11,Y,4.774463845,3.274463845,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50310.79079,69739.03484,86407.54241,79698.68002,79972.32058,86259.17332,6286.852744
5850,787,11741_29.302258_-94.7796785_0_12.53.jpg,TgbPZDzMex4ZPUX4QIOX5w,2.126066309,0.763343014,29.302258,-94.7796785,29.30248416,-94.7795615,"[2019, 10]",11,Y,244.7120056,2634.058106,2.126066309,8.975283166,11,Y,3.524716834,2.024716834,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47791.13236,66246.37363,82080.09119,75707.22117,75967.1573,82247.67096,6280.513663
1881,8298,26200_29.1735259_-94.9866214_0_293.55.jpg,w1xjhQGAvn6xoeyI7TZk5A,1.318970579,0.566022609,29.1735259,-94.9866214,29.17357136,-94.98691251,"[2021, 4]",16,Y,183.5090027,1975.274466,1.318970579,6.327331296,16,Y,11.1726687,9.672668704,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48735.29249,67555.13494,83701.66294,77202.89069,77467.96211,83747.62023,6279.658114
1825,8301,26205_29.1734164_-94.9867876_0_337.55.jpg,pRNSuLLxNMtK_seLFG3oWA,1.303750745,0.574302772,29.1734164,-94.9867876,29.17356807,-94.98690946,"[2021, 4]",16,Y,183.5090027,1975.274466,1.303750745,6.277397457,16,Y,11.22260254,9.722602543,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48833.92553,67691.85656,83871.06275,77359.13794,77624.74583,83904.40395,6279.658114
4213,10843,5607_29.3030814_-94.7846262_0_162.48.jpg,YNa2rynfzsr0yqlc9-WmPg,1.825977984,0.564339754,29.3030814,-94.7846262,29.30294219,-94.78459739,"[2017, 3]",12,Y,244.5429993,2632.238937,1.825977984,7.990741417,12,Y,5.509258583,4.009258583,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51675.96725,71631.39406,88752.19931,81861.29285,82142.35861,88418.53474,6276.17613
70,1872,13505_29.2939843_-94.8061923_0_43.17.jpg,dlHF87xypeG7_gD9NDWz2g,0.277577354,0.710146261,29.2939843,-94.8061923,29.2942131,-94.80599997,"[2017, 5]",11,Y,183.3880005,1973.972009,0.277577354,2.910686857,11,Y,9.589313143,8.089313143,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,45577.65785,63178.13373,78278.50331,72200.79653,72448.69356,78724.21099,6275.517432
1933,1320,12630_29.2975508_-94.809387_0_191.60.jpg,y7gNBjHKL5MjsXsqDutCKA,1.332207704,0.428204749,29.29755082,-94.80938698,29.29737049,-94.80946383,"[2019, 10]",12,Y,205.5509949,2212.532495,1.332207704,6.370760184,12,Y,7.129239816,5.629239816,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,46124.50974,63936.16044,79217.70796,73067.07936,73317.95072,79586.27485,6268.324125
445,12208,7771_29.2925614_-94.795054_0_192.60.jpg,ObnBrfhFgdJ07iJkDcp8HA,0.802528447,0.837291989,29.2925614,-94.795054,29.2923737,-94.79507648,"[2019, 10]",10,Y,213.3439941,2296.41564,0.802528447,4.632967346,10,Y,6.867032654,5.367032654,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47421.61332,65734.15944,81445.45136,75121.8561,75379.78242,81646.47184,6266.689428
109,6343,22367_29.2607948_-94.8475109_0_352.62.jpg,4kCTtkZ4ZM-aeQCXS8ZPnQ,0.387888899,0.543103042,29.2607948,-94.8475109,29.26109161,-94.84754565,"[2020, 3]",12,Y,183.0220032,1970.032447,0.387888899,3.272601375,12,Y,10.22739863,8.727398625,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,46743.74517,64794.52264,80281.22952,74048.02689,74302.26628,80565.25932,6262.993044
3195,3186,15884_29.2877766_-94.8024901_0_343.66.jpg,imkELIZ_oKcFrm6hGpxaUA,1.626038116,0.851300363,29.28777658,-94.80249006,29.28788339,-94.80252162,"[2021, 4]",10,Y,243.9730072,2626.103594,1.626038116,7.334770722,10,Y,4.165229278,2.665229278,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48908.34838,67795.01888,83998.88216,77477.03319,77743.04587,84004.5932,6261.547329
3956,3168,15849_29.287802_-94.8023928_0_313.40.jpg,r9sR2gwl-9P_zM8LPPJYTg,1.779159948,0.858810879,29.28780199,-94.80239283,29.28788579,-94.80252046,"[2021, 4]",10,Y,243.9730072,2626.103594,1.779159948,7.837138937,10,Y,3.662861063,2.162861063,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47918.89515,66423.47389,82299.52064,75909.61365,76170.24469,82431.79202,6261.547329
1592,9078,2857_29.2600636_-94.8447823_0_34.57.jpg,RXiG-4jFTJPN6CA_ZVwslg,1.246291031,0.797725944,29.2600636,-94.8447823,29.26022161,-94.84470781,"[2021, 4]",10,Y,243.9360046,2625.705301,1.246291031,6.088881335,10,Y,5.411118665,3.911118665,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51354.43439,71185.6966,88199.97455,81351.94397,81631.26092,87891.85858,6260.59766
1358,9074,2856_29.2602273_-94.8448713_0_79.73.jpg,KNjppG5Ujic2oP1YAbJPcA,1.187625257,0.773249459,29.2602273,-94.8448713,29.26024539,-94.84470414,"[2021, 4]",10,Y,243.9360046,2625.705301,1.187625257,5.896408323,10,Y,5.603591677,4.103591677,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51733.46744,71711.09878,88850.95447,81952.38046,82233.75896,88494.35662,6260.59766
642,5937,21108_29.2698105_-94.838531_0_91.49.jpg,9MzaMztKwenb2ED4BSvOVA,0.930784428,0.660441446,29.2698105,-94.838531,29.26983727,-94.83837505,"[2021, 4]",10,Y,227.0220032,2443.644505,0.930784428,5.053754685,10,Y,6.446245315,4.946245315,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49690.73879,68879.54073,85342.61838,78716.43892,78986.70702,85246.54969,6259.842671
1544,3870,17042_29.2849696_-94.8043911_0_57.93.jpg,Zdbl3SRQg627kzsxfn9v_Q,1.231992087,0.911157974,29.2849696,-94.80439108,29.28507393,-94.80422365,"[2020, 2]",10,Y,243.8350067,2624.618169,1.231992087,6.041968789,10,Y,5.458031211,3.958031211,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51425.51752,71284.22952,88322.05808,81464.54869,81744.25225,88002.25781,6258.005558
189,10334,4905_29.3072182_-94.7770138_0_72.74.jpg,vGKvYZ_2gwsfpV2tFP6Xtw,0.543089679,0.655754232,29.3072182,-94.7770138,29.30724229,-94.77682261,"[2019, 9]",11,Y,182.871994,1968.417761,0.543089679,3.781790285,11,Y,8.718209715,7.218209715,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,43734.71862,60623.5167,75113.30064,69281.34681,69519.2201,75777.07984,6257.859746
5241,12530,860_29.2870982_-94.827511_0_105.18.jpg,Cz6yoxNXSSIiaasohTcR7g,2.002412454,0.62073246,29.2870982,-94.827511,29.28703695,-94.82729845,"[2017, 9]",11,Y,243.6089935,2622.185383,2.002412454,8.569594665,11,Y,3.930405335,2.430405335,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48373.562,67053.71695,83080.39973,76629.86366,76892.96763,83145.17258,6252.204947
4834,10515,5171_29.3058728_-94.7849001_0_163.47.jpg,kLv2P1mo52kG5f_GPl0nbw,1.937983231,0.520001435,29.30587282,-94.78490014,29.30574143,-94.78485989,"[2021, 3]",12,Y,243.4600067,2620.581702,1.937983231,8.3582127,12,Y,5.1417873,3.6417873,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50724.87167,70313.01908,87118.71611,80354.6367,80630.52945,86878.91067,6248.381213
2135,6449,22542_29.2591496_-94.8452149_0_79.03.jpg,PGfdXXfavK9yrc3cHgO3Kw,1.385768858,0.799039818,29.25914956,-94.84521486,29.25919336,-94.84504306,"[2020, 3]",10,Y,243.2389984,2618.202789,1.385768858,6.546485755,10,Y,4.953514245,3.453514245,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50309.12183,69736.72139,86404.67601,79696.03618,79969.66766,86212.37672,6242.709053
75,8774,27810_29.1404389_-95.0415909_0_353.16.jpg,oF5eiQ-qmWMu9shB5YbWeg,0.294380741,0.755686795,29.1404389,-95.0415909,29.14078319,-95.04166862,"[2021, 4]",15,Y,182.4019928,1963.35871,0.294380741,2.965816079,15,Y,13.53418392,12.03418392,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,53077.80048,73574.56558,91159.81331,84081.97466,84370.665,90612.44135,6241.776356
2684,2249,1413_29.2819038_-94.8211131_0_328.29.jpg,azdc812NcNalWcQG_zm1gw,1.511434985,0.858245579,29.2819038,-94.8211131,29.28208397,-94.82123615,"[2021, 4]",10,Y,243.1880035,2617.653884,1.511434985,6.958776198,10,Y,4.541223802,3.041223802,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49489.1493,68600.10453,84996.39341,78397.09558,78666.26723,84907.6675,6241.400273
2250,2259,1415_29.2818509_-94.8213142_0_13.19.jpg,u1wh0Ixa2UId8H8b6tQZtg,1.411418098,0.850784043,29.2818509,-94.8213142,29.28207718,-94.82121178,"[2021, 4]",10,Y,243.1880035,2617.653884,1.411418098,6.630636804,10,Y,4.869363196,3.369363196,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50133.36581,69493.09463,86102.81939,79417.61633,79690.29188,85931.69215,6241.400273
1096,2103,13902_29.2923287_-94.803066_0_342.93.jpg,FhUtBio2rYQ0fNnz-16l8Q,1.117911306,0.781583906,29.2923287,-94.803066,29.29252324,-94.8030878,"[2019, 10]",11,Y,213.5410004,2298.536199,1.117911306,5.667688012,11,Y,6.832311988,5.332311988,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47405.5484,65711.89081,81417.86025,75096.40722,75354.24616,81595.00787,6240.761713
4966,3452,16323_29.2868469_-94.8203709_0_193.97.jpg,Cd4IY0UlI5924bs0PUq6DQ,1.959868462,0.74782899,29.2868469,-94.8203709,29.28669721,-94.8204316,"[2017, 9]",11,Y,243.0480042,2616.146944,1.959868462,8.430014639,11,Y,4.069985361,2.569985361,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48536.03746,67278.93468,83359.44733,76887.24542,77151.23309,83389.0403,6237.807203
1309,10110,4479_29.3171014_-94.7721383_0_73.55.jpg,VXqrtE0_0C6mW7u3A8YxVQ,1.176782691,0.984274078,29.3171014,-94.7721383,29.31714878,-94.77197883,"[2019, 10]",11,Y,219.4360046,2361.989496,1.176782691,5.8608356,11,Y,6.6391644,5.1391644,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48372.06461,67051.64133,83077.82801,76627.49161,76890.58744,83122.33637,6231.748933
125,12424,8424_29.2884749_-94.7997848_0_12.81.jpg,qBbjkDDQwn3R_0tFe-6Wxg,0.430916233,0.867528878,29.2884749,-94.7997848,29.28869984,-94.79974917,"[2021, 4]",10,Y,182.029007,1959.343925,0.430916233,3.413767169,10,Y,8.086232831,6.586232831,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,42294.85415,58627.62761,72640.36893,67000.41869,67230.46055,73459.47337,6229.012822
126,12455,8480_29.2884749_-94.7997848_0_12.81.jpg,qBbjkDDQwn3R_0tFe-6Wxg,0.430916233,0.867528878,29.28847494,-94.79978478,29.28869988,-94.79974915,"[2021, 4]",10,Y,182.029007,1959.343925,0.430916233,3.413767169,10,Y,8.086232831,6.586232831,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,42294.85415,58627.62761,72640.36893,67000.41869,67230.46055,73459.47337,6229.012822
1143,5829,20898_29.2708371_-94.8356052_0_349.41.jpg,jsWc3bYZEQo91k6iFFtfTQ,1.130365449,0.71978964,29.2708371,-94.8356052,29.27103663,-94.83570164,"[2021, 4]",10,Y,242.447998,2609.688531,1.130365449,5.708548061,10,Y,5.791451939,4.291451939,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51785.58651,71783.34439,88940.46769,82034.94368,82316.60566,88539.01375,6222.408092
1144,5847,20926_29.2708371_-94.8356052_0_349.41.jpg,jsWc3bYZEQo91k6iFFtfTQ,1.130365449,0.71978964,29.27083712,-94.83560517,29.27103665,-94.83570161,"[2021, 4]",10,Y,242.447998,2609.688531,1.130365449,5.708548061,10,Y,5.791451939,4.291451939,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51785.58651,71783.34439,88940.46769,82034.94368,82316.60566,88539.01375,6222.408092
102,899,11946_29.3004588_-94.7829111_0_328.05.jpg,#NAME?,0.378364134,0.800416478,29.30045879,-94.78291113,29.30062051,-94.78299254,"[2019, 1]",11,Y,181.7579956,1956.426782,0.378364134,3.241352146,11,Y,9.258647854,7.758647854,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44525.62819,61719.8475,76471.66831,70534.24798,70776.42302,76996.16186,6219.738842
103,11041,5898_29.3004588_-94.7829111_0_328.05.jpg,#NAME?,0.378364134,0.800416478,29.3004588,-94.7829111,29.30062052,-94.78299251,"[2019, 1]",11,Y,181.7579956,1956.426782,0.378364134,3.241352146,11,Y,9.258647854,7.758647854,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44525.62819,61719.8475,76471.66831,70534.24798,70776.42302,76996.16186,6219.738842
148,936,11994_29.3004322_-94.7830132_0_12.65.jpg,2SlhOW0XBQdbxl-qvGjRQA,0.46735184,0.791284186,29.3004322,-94.7830132,29.30062264,-94.78297585,"[2019, 1]",11,Y,181.7579956,1956.426782,0.46735184,3.533306562,11,Y,8.966693438,7.466693438,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,43954.44075,60928.08772,75490.66798,69629.41456,69868.48291,76088.22175,6219.738842
6503,12548,8631_29.2883746_-94.8001791_0_163.51.jpg,6O329OePxUzqOoDT0chP7w,2.323345058,0.85891218,29.2883746,-94.80017908,29.28822622,-94.8001681,"[2021, 4]",10,Y,258.1440125,2778.639025,2.323345058,9.622523156,10,Y,1.877476844,0.377476844,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47236.86343,65478.06569,81128.14797,74829.18881,75086.11028,81305.48233,6219.372059
1930,8276,2611_29.2642366_-94.8403095_0_80.14.jpg,S0YfB2UWONbcOpye4wDdug,1.331553375,0.674196566,29.2642366,-94.8403095,29.26426294,-94.8401487,"[2021, 4]",10,Y,242.3079987,2608.181591,1.331553375,6.368613435,10,Y,5.131386565,3.631386565,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50464.50565,69952.10892,86671.54388,79942.18387,80216.66049,86435.47551,6218.815022
2718,5978,21604_29.2661236_-94.8403565_0_244.87.jpg,h6XPbf8qP8DaPhoAKwoINA,1.521283244,0.76605048,29.2661236,-94.8403565,29.26606746,-94.84049602,"[2020, 3]",10,Y,242.3079987,2608.181591,1.521283244,6.991086759,10,Y,4.508913241,3.008913241,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49246.86305,68264.25592,84580.27275,78013.2834,78281.13726,84499.95228,6218.815022
107,4900,19164_29.279032_-94.8371359_0_272.33.jpg,eVczWhRPC1ehu4UV_7db6w,0.385579054,0.298510358,29.27903202,-94.83713594,29.27901694,-94.83727797,"[2019, 10]",11,Y,181.7189941,1956.006974,0.385579054,3.265023143,11,Y,9.234976857,7.734976857,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44469.77327,61642.4234,76375.73888,70445.7667,70687.63795,76906.04217,6218.404215
1982,11506,6518_29.2980426_-94.7885427_0_134.08.jpg,o8zVaXoLxPEbjMbeywSj9A,1.346715612,0.73629561,29.2980426,-94.7885427,29.29789492,-94.78831262,"[2017, 5]",11,Y,238.9519958,2572.057877,1.346715612,6.418358307,11,Y,6.081641693,4.581641693,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51598.6479,71524.21672,88619.40524,81738.80919,82019.45441,88235.585,6216.130591
3312,3455,1632_29.2803372_-94.8306978_0_153.90.jpg,GcLtg-EpTnImXibqCwo3Fw,1.649487963,0.383813237,29.2803372,-94.8306978,29.28021501,-94.8306351,"[2016, 6]",11,Y,242.072998,2605.652065,1.649487963,7.411705915,11,Y,5.088294085,3.588294085,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50331.34999,69767.53328,86442.85234,79731.24841,80005.00079,86217.78454,6212.783748
1303,5811,20865_29.2710015_-94.8352078_0_305.48.jpg,LzYevJa2HscOUKDLActciA,1.174862671,0.692958575,29.2710015,-94.8352078,29.27110063,-94.83545544,"[2021, 4]",10,Y,242.0310059,2605.200066,1.174862671,5.854536322,10,Y,5.645463678,4.145463678,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51411.27277,71264.48396,88297.59308,81441.9832,81721.60929,87933.31531,6211.706024
1304,5836,20908_29.2710015_-94.8352078_0_305.48.jpg,LzYevJa2HscOUKDLActciA,1.174862671,0.692958575,29.27100154,-94.83520785,29.27110067,-94.83545549,"[2021, 4]",10,Y,242.0310059,2605.200066,1.174862671,5.854536322,10,Y,5.645463678,4.145463678,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51411.27277,71264.48396,88297.59308,81441.9832,81721.60929,87933.31531,6211.706024
1257,5841,20917_29.2709221_-94.8354039_0_4.12.jpg,JS9PZdroePKb0diXIkHEkQ,1.165661638,0.707973065,29.2709221,-94.8354039,29.2711104,-94.83543032,"[2021, 4]",10,Y,242.0310059,2605.200066,1.165661638,5.824349206,10,Y,5.675650794,4.175650794,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51470.25538,71346.24356,88398.89425,81535.41914,81815.36603,88027.07206,6211.706024
1611,1174,12398_29.2980099_-94.8100537_0_43.92.jpg,gLXpGTuUgDgSRJoejMvXzw,1.249566953,0.433572445,29.2980099,-94.8100537,29.29807768,-94.80994873,"[2020, 2]",12,Y,196.2109985,2111.997611,1.249566953,6.099629111,12,Y,7.400370889,5.900370889,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44458.13719,61626.29388,76355.75419,70427.33367,70669.14163,76880.19802,6211.056385
4,7620,24888_29.1990495_-94.9432298_0_278.77.jpg,ibhLi43xJp3sWz4043ttow,-0.064864486,0.528301074,29.19904945,-94.94322984,29.19911324,-94.94357058,"[2020, 2]",16,Y,181.503006,1953.682097,-0.064864486,1.787190007,16,Y,15.71280999,14.21280999,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,57072.54389,79111.9373,98020.68659,90410.15539,90720.57315,96931.58627,6211.013125
5,10004,4296_29.1990495_-94.9432298_0_278.77.jpg,ibhLi43xJp3sWz4043ttow,-0.064864486,0.528301074,29.1990495,-94.9432298,29.19911329,-94.94357054,"[2020, 2]",16,Y,181.503006,1953.682097,-0.064864486,1.787190007,16,Y,15.71280999,14.21280999,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,57072.54389,79111.9373,98020.68659,90410.15539,90720.57315,96931.58627,6211.013125
700,11849,6988_29.2958445_-94.7830875_0_42.83.jpg,3khhjYQrqoyOtrG6EVhrnA,0.964230819,0.912060608,29.2958445,-94.7830875,29.29594715,-94.78296357,"[2019, 10]",11,Y,197.875,2129.908774,0.964230819,5.163486939,11,Y,7.336513061,5.836513061,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44733.16365,62007.5258,76828.10534,70863.01049,71106.31432,77315.9949,6209.680577
4064,1990,13699_29.2932804_-94.8097247_0_58.12.jpg,bDSIjgolwUDioqSzOxCrQg,1.799185042,0.709622819,29.2932804,-94.8097247,29.29334995,-94.8096012,"[2020, 3]",11,Y,241.8849945,2603.628412,1.799185042,7.902838064,11,Y,4.597161936,3.097161936,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49333.21646,68383.95595,84728.5826,78150.07816,78418.4017,84626.36035,6207.958654
6349,6965,23836_29.2160903_-94.9155314_0_147.56.jpg,3mSlgopwFvWgcO9fO2ViYw,2.265246201,0.749679894,29.21609027,-94.91553141,29.21589039,-94.91534306,"[2020, 2]",17,Y,181.4069977,1952.648672,2.265246201,9.431910108,17,Y,9.068089892,7.568089892,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44067.55076,61084.87681,75684.93163,69808.59518,70048.27874,76256.00647,6207.727732
2243,9999,4280_29.1999169_-94.9457249_0_96.96.jpg,qX-SAwpxpzRAFcTXJG8nMA,1.409733991,0.632311768,29.1999169,-94.9457249,29.19982495,-94.94544511,"[2021, 3]",15,Y,181.2250061,1950.689731,1.409733991,6.625111519,15,Y,9.874888481,8.374888481,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,45597.15492,63205.15988,78311.98905,72231.68236,72479.68545,78681.18544,6201.499999
