,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,0.256,ORIGIN,-0.079
3876,10277,4820_29.3079541_-94.7840924_0_132.89.jpg,I_RdhHDEIy1fbfxRtTrhKg,1.764170219,0.597384903,29.30795411,-94.78409241,29.30783779,-94.78391293,"[2019, 9]",12,Y,227.7100067,2451.050113,1.764170219,6.043960036,12,Y,7.456039964,5.956039964,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51697.62245,71661.41173,88789.39158,81895.59744,82176.78099,82924.8333,83155.67758
763,5941,21113_29.2699834_-94.8413046_0_125.71.jpg,DFtoD2Iw3BPxN6K-kDjTJg,0.993667807,0.609842282,29.2699834,-94.8413046,29.26988031,-94.84104776,"[2020, 3]",10,Y,222.7949982,2398.145402,0.993667807,3.516064984,10,Y,7.983935016,6.483935016,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51531.23152,71430.76651,88503.61926,81632.01307,81912.29162,82872.85629,83174.0051
1169,6094,21813_29.2629878_-94.8484581_0_350.04.jpg,5sEHxOwnyGuZZIXjdXZYhw,1.136762255,0.815162307,29.2629878,-94.8484581,29.26312873,-94.8485151,"[2021, 4]",11,Y,217.4519958,2340.633803,1.136762255,3.985534957,11,Y,8.514465043,7.014465043,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51527.80103,71426.01129,88497.72748,81626.57875,81906.83863,82859.31014,83153.23689
1151,5862,20961_29.270558_-94.8363089_0_337.29.jpg,8wpeOj4l3DYpVk2MVUJ7-A,1.131945777,0.704031736,29.270558,-94.83630893,29.27067635,-94.836382,"[2021, 4]",10,Y,226.9279938,2442.632596,1.131945777,3.969732864,10,Y,7.530267136,6.030267136,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51656.06222,71603.8024,88718.01291,81829.76075,82110.71825,82856.20157,83086.25307
4606,10317,4885_29.3070707_-94.7803405_0_344.48.jpg,8vZznRrtJCkIpzVXNNu69A,1.899207745,0.638482539,29.3070707,-94.7803405,29.30724503,-94.78036543,"[2021, 3]",12,Y,231.098999,2487.528923,1.899207745,6.486996539,12,Y,7.013003461,5.513003461,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51640.48501,71582.20983,88691.25944,81805.08448,82085.95725,82845.14278,83079.42269
511,1988,13693_29.2923829_-94.8641124_0_351.79.jpg,S2QsdNbVKmX7PK0ktnBqqg,0.844376849,0.533058342,29.2923829,-94.8641124,29.29254494,-94.8641335,"[2019, 8]",13,Y,191.8999939,2065.594343,0.844376849,3.026265253,13,Y,11.47373475,9.973734747,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51585.60523,71506.13742,88597.00476,81718.14793,81998.72222,82839.27222,83098.6607
4088,6095,21814_29.2631173_-94.8417328_0_304.86.jpg,eQpJytzBxg9ghfJac95Y3w,1.80341713,0.59628933,29.2631173,-94.8417328,29.26320422,-94.84198946,"[2020, 3]",11,Y,236.826004,2549.173891,1.80341713,6.172722867,11,Y,6.327277133,4.827277133,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51609.19257,71538.83336,88637.51544,81755.51328,82036.21586,82814.21523,83054.30097
1754,3140,1579_29.2803921_-94.8268472_0_343.84.jpg,xvmNou8Te2RbPatj0bb6IA,1.28781516,0.359158782,29.2803921,-94.8268472,29.28065051,-94.82695051,"[2021, 4]",11,Y,222.2799988,2392.601995,1.28781516,4.481115354,11,Y,8.018884646,6.518884646,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51486.12632,71368.24329,88426.1522,81560.56072,81840.59394,82814.2128,83114.6655
769,11771,6874_29.2961782_-94.7944866_0_88.21.jpg,6meq_mrG7F5Z9sAQzGU8cA,0.995424962,0.770109171,29.2961782,-94.7944866,29.2961725,-94.79437626,"[2019, 10]",11,Y,212.8880005,2291.507366,0.995424962,3.521829928,11,Y,8.978170072,7.478170072,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51508.8923,71399.80068,88465.2522,81596.62492,81876.78196,82809.2625,83097.02017
4022,7631,2490_29.2680442_-94.8475842_0_354.56.jpg,3nx9fxhkfKL-j9D94ubsYg,1.790813822,0.732431529,29.2680442,-94.8475842,29.2681931,-94.84763679,"[2021, 4]",11,Y,236.3630066,2544.190229,1.790813822,6.131373432,11,Y,6.368626568,4.868626568,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51587.19666,71508.34341,88599.73802,81720.66897,82001.25191,82777.73028,83017.34666
1116,222,10445_29.3163725_-94.7718956_0_57.80.jpg,QKl2JZRKf7G-gFE-iqzlOw,1.122600778,0.942852406,29.3163725,-94.7718956,29.31645604,-94.77176738,"[2019, 10]",11,Y,216.7420044,2332.991519,1.122600778,3.939073419,11,Y,8.560926581,7.060926581,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51467.95461,71343.05431,88394.94274,81531.77443,81811.70881,82761.07045,83054.03752
1604,3692,16755_29.2855561_-94.8207347_0_103.58.jpg,MkUfSnl02YUSyaRperKkKw,1.249119393,0.763820819,29.2855561,-94.8207347,29.28552874,-94.82058509,"[2020, 3]",10,Y,229.7590027,2473.105322,1.249119393,4.354160738,10,Y,7.145839262,5.645839262,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51587.44233,71508.68395,88600.15995,81721.05814,82001.64242,82756.42592,82989.34739
2266,7563,24799_29.2001653_-94.9458612_0_205.48.jpg,jPESjUn0RWidVd6WBl7avg,1.413770432,0.636508968,29.2001653,-94.9458612,29.19995241,-94.94596202,"[2021, 3]",15,Y,190.5659943,2051.235291,1.413770432,4.894354436,15,Y,11.60564556,10.10564556,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51497.58619,71384.12855,88445.83424,81578.7146,81858.81015,82693.51704,82951.10237
2729,1347,12665_29.2969348_-94.8042995_0_341.79.jpg,C3eybcP5HocnOHOhxwZFVw,1.522526471,0.759826077,29.2969348,-94.8042995,29.2971642,-94.80435192,"[2021, 4]",12,Y,219.628006,2364.056182,1.522526471,5.251165587,12,Y,8.248834413,6.748834413,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51415.46644,71270.29706,88304.79559,81448.62649,81728.27539,82690.27814,82987.14617
2536,7701,2502_29.2684471_-94.8427615_0_229.57.jpg,Pl8yj9dnGL9vERuBCYSCjA,1.475549264,0.611378016,29.2684471,-94.8427615,29.26835332,-94.84288295,"[2021, 4]",10,Y,235.7570038,2537.667269,1.475549264,5.097040892,10,Y,6.402959108,4.902959108,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51520.27748,71415.58242,88484.80598,81614.6605,81894.87946,82669.36705,82908.36908
1416,7474,2463_29.2688145_-94.8438548_0_49.80.jpg,#NAME?,1.19976898,0.697268341,29.2688145,-94.8438548,29.26894856,-94.84372273,"[2021, 4]",11,Y,218.9819946,2357.102573,1.19976898,4.192249934,11,Y,8.307750066,6.807750066,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51403.10379,71253.16039,88283.56304,81429.04248,81708.62414,82667.79726,82963.7921
1751,6061,21756_29.2639908_-94.8401792_0_94.60.jpg,U2zlnDU13sO8cLQIlpc2kg,1.287124662,0.635638818,29.2639908,-94.8401792,29.26396581,-94.8400038,"[2021, 4]",10,Y,230.3670044,2479.649798,1.287124662,4.478849941,10,Y,7.021150059,5.521150059,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51492.06687,71376.47787,88436.35494,81569.9713,81850.03683,82606.81768,82840.35552
1301,11631,6677_29.2969505_-94.785497_0_342.93.jpg,gFcnkBuG6rLXO-UgDDASAg,1.174535903,0.839770253,29.2969505,-94.785497,29.29709394,-94.785547,"[2019, 8]",11,Y,217.996994,2346.500115,1.174535903,4.109464249,11,Y,8.390535751,6.890535751,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51366.14465,71201.92895,88220.08663,81370.49452,81649.87515,82604.73383,82899.39725
889,5692,20626_29.2727922_-94.8278754_0_4.78.jpg,No16KvFTKlP1JNFMxyixMQ,1.04589217,0.512116997,29.2727922,-94.8278754,29.27299699,-94.82781752,"[2021, 4]",11,Y,213.9170074,2302.583504,1.04589217,3.687404757,11,Y,8.812595243,7.312595243,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51376.61374,71216.44084,88238.06705,81387.07889,81666.51647,82603.50421,82892.65277
2966,5701,2063_29.2763386_-94.8451296_0_184.44.jpg,EjvDYfaFLMXxEwI1IbWRxQ,1.575995373,0.744399258,29.27633863,-94.84512957,29.27618026,-94.84516123,"[2020, 3]",11,Y,229.9019928,2474.644455,1.575995373,5.426588494,11,Y,7.073411506,5.573411506,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51485.12298,71366.85249,88424.42898,81558.97129,81838.99905,82594.25229,82827.31871
1389,6399,22465_29.2598967_-94.844696_0_81.05.jpg,uWMeAlPBl9-sX2b2RrSHlw,1.192614663,0.802267455,29.2598967,-94.844696,29.25994495,-94.84455007,"[2021, 4]",10,Y,227.7660065,2451.65289,1.192614663,4.168777766,10,Y,7.331222234,5.831222234,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51480.82893,71360.90023,88417.05405,81552.16897,81832.17338,82580.40966,82811.31071
3237,9464,3071_29.2529383_-94.8678616_0_3.13.jpg,#NAME?,1.631816376,0.752393392,29.2529383,-94.8678616,29.25310621,-94.86782657,"[2020, 2]",10,Y,239.9450073,2582.746564,1.631816376,5.609728268,10,Y,5.890271732,4.390271732,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51442.38104,71307.60513,88351.02076,81491.26264,81771.05793,82559.30356,82802.55124
6486,11831,6964_29.2958409_-94.7861112_0_327.71.jpg,cO4g-KxnYrVn7LwBUQ4OLQ,2.315179884,0.831203116,29.2958409,-94.7861112,29.29598167,-94.78620307,"[2019, 10]",11,Y,251.4960022,2707.080438,2.315179884,7.851734528,11,Y,4.648265472,3.148265472,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51397.16818,71244.93267,88273.36879,81419.63974,81699.18911,82525.38103,82780.33869
2876,8273,26110_29.1799992_-94.9777141_0_177.42.jpg,mGZGBRCj33ikd-x89R9aWQ,1.556171011,0.798173155,29.1799992,-94.9777141,29.17979658,-94.977727,"[2021, 3]",16,Y,186.2489929,2004.767475,1.556171011,5.361547936,16,Y,12.13845206,10.63845206,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51399.1348,71247.65873,88276.74641,81422.75511,81702.31518,82518.11297,82769.86307
4122,5267,19874_29.2768898_-94.8457717_0_141.27.jpg,P67GGXzR4esWDjX5wkkLtg,1.809800981,0.639000022,29.27688979,-94.84577174,29.27677139,-94.84569474,"[2020, 3]",11,Y,236.1300049,2541.682219,1.809800981,6.19366726,11,Y,6.30633274,4.80633274,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51417.59475,71273.24725,88308.45091,81451.998,81731.65848,82507.37141,82746.75158
1878,8869,2808_29.2607468_-94.8460412_0_49.88.jpg,0WTakIIBtWSXL8jpHCR2Sw,1.318630706,0.698675304,29.26074678,-94.84604121,29.26083645,-94.84591917,"[2020, 3]",10,Y,230.8320007,2484.654977,1.318630706,4.582216227,10,Y,6.917783773,5.417783773,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51403.38155,71253.54542,88284.0401,81429.4825,81709.06567,82467.37408,82701.38332
2001,6453,22552_29.2589834_-94.8451338_0_80.43.jpg,IXxC1qke5rH60yxi9obarw,1.352333866,0.816372263,29.2589834,-94.8451338,29.25903458,-94.84495627,"[2020, 3]",10,Y,231.7169952,2494.180978,1.352333866,4.692790899,10,Y,6.807209101,5.307209101,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51393.61376,71240.00565,88267.26415,81414.00907,81693.53911,82454.75483,82689.66124
3956,3168,15849_29.287802_-94.8023928_0_313.40.jpg,r9sR2gwl-9P_zM8LPPJYTg,1.779159948,0.858810879,29.28780199,-94.80239283,29.28788579,-94.80252046,"[2021, 4]",10,Y,243.9730072,2626.103594,1.779159948,6.093138937,10,Y,5.406861063,3.906861063,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51353.83865,71184.87081,88198.95139,81351.00026,81630.31396,82431.79202,82679.12314
1772,5002,1939_29.2777003_-94.8358008_0_154.50.jpg,gBhIRinySKnAk_GER0CFrQ,1.290898212,0.366458083,29.2777003,-94.8358008,29.27756286,-94.83573211,"[2021, 4]",11,Y,221.2590027,2381.612084,1.290898212,4.491230354,11,Y,8.008769646,6.508769646,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51225.5457,71007.03567,87978.61141,81147.76793,81426.38385,82395.5306,82694.60323
8704,9223,28960_29.1237155_-95.0670729_0_156.68.jpg,OkrfKzVwEcB_E5hq5RsxXQ,4.791648474,0.631055885,29.1237155,-95.0670729,29.12340312,-95.0669046,"[2021, 4]",17,Y,273.7260132,2946.362285,4.791648474,15.97663148,17,Y,2.523368524,1.023368524,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51244.6838,71033.56423,88011.48062,81178.08511,81456.80512,82356.02507,82633.51872
2987,81,10176_29.3217645_-94.7721133_0_324.57.jpg,ga5_dpzKj0qNumyvZJ3fZw,1.580395651,0.767852768,29.3217645,-94.7721133,29.32192519,-94.77224696,"[2019, 9]",11,Y,229.1000061,2466.011942,1.580395651,5.441025102,11,Y,7.058974898,5.558974898,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51278.8224,71080.88594,88070.11283,81232.16499,81511.07068,82263.6893,82495.9427
5850,787,11741_29.302258_-94.7796785_0_12.53.jpg,TgbPZDzMex4ZPUX4QIOX5w,2.126066309,0.763343014,29.302258,-94.7796785,29.30248416,-94.7795615,"[2019, 10]",11,Y,244.7120056,2634.058106,2.126066309,7.231283166,11,Y,5.268716834,3.768716834,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51236.48036,71022.19291,87997.39142,81165.08982,81443.76521,82247.67096,82495.75125
327,1072,12212_29.2989347_-94.8091684_0_268.77.jpg,GUig8Cx0cWrifrByWoxAXw,0.713872498,0.395816537,29.2989347,-94.8091684,29.29893058,-94.80926554,"[2019, 10]",12,Y,194.8650055,2097.509463,0.713872498,2.598101371,12,Y,10.90189863,9.401898629,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51183.21328,70948.35597,87905.90652,81080.708,81359.09367,82212.63086,82476.0271
197,10200,4702_29.3086057_-94.7861569_0_72.76.jpg,i8WT7LbbWKB4mgKYMFmEAg,0.557956733,0.435364196,29.3086057,-94.7861569,29.30868404,-94.78598365,"[2019, 10]",12,Y,190.8639984,2054.442981,0.557956733,2.086566709,12,Y,11.41343329,9.913433291,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51183.22815,70948.37658,87905.93205,81080.73155,81359.11731,82195.1295,82453.11764
5022,11804,6913_29.295881_-94.8031018_0_105.77.jpg,CZz8yN5wKfe6YbrAp1kEEg,1.969407234,0.709795846,29.295881,-94.8031018,29.2958161,-94.80288877,"[2019, 10]",11,Y,239.7460022,2580.60449,1.969407234,6.717309823,11,Y,5.782690177,4.282690177,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51191.49678,70959.83826,87920.13323,81093.83012,81372.26085,82159.85273,82402.89866
6578,1568,13014_29.2958684_-94.7860103_0_311.53.jpg,6C15kRUJmhGvcrg1-0TfjA,2.355408304,0.830231082,29.29586842,-94.78601025,29.29598509,-94.78620731,"[2019, 10]",11,Y,251.4960022,2707.080438,2.355408304,7.983717533,11,Y,4.516282467,3.016282467,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51129.20173,70873.48707,87813.14301,80995.14684,81273.23875,82099.43067,82354.38833
1255,6911,2369_29.2708795_-94.8409986_0_170.49.jpg,nFydJDCLxh7KFdYzQL-2Ag,1.165052622,0.679765702,29.27087951,-94.84099856,29.27074234,-94.84097882,"[2020, 3]",11,Y,216.3359985,2328.621308,1.165052622,4.078351122,11,Y,8.421648878,6.921648878,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51047.21868,70759.84507,87672.33915,80865.27529,81142.92129,82090.50456,82382.92284
1619,329,10761_29.3079238_-94.7879331_0_12.95.jpg,8G1RF82wEenEoGLT6fk8Sg,1.251448473,0.422386064,29.3079238,-94.7879331,29.30805964,-94.78791829,"[2021, 4]",12,Y,209.5429993,2255.502073,1.251448473,4.361802077,12,Y,9.138197923,7.638197923,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51060.50234,70778.25842,87695.15351,80886.3183,81164.03655,82081.86549,82365.10177
1627,6084,21798_29.2634921_-94.8399134_0_35.60.jpg,Gk400R92eTuifQ4DIcKbTg,1.254169769,0.678280837,29.2634921,-94.8399134,29.26370237,-94.83981258,"[2021, 4]",10,Y,227.9519958,2453.654862,1.254169769,4.370730213,10,Y,7.129269787,5.629269787,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51151.22597,70904.01629,87850.9691,81030.03604,81308.24774,82057.09502,82288.18461
1511,190,10352_29.3187819_-94.7723075_0_178.96.jpg,p_xj_V6OX5LpoR9ObO5GKQ,1.225050566,0.996072631,29.31878185,-94.77230751,29.31865157,-94.77228755,"[2021, 4]",11,Y,218.1349945,2347.98554,1.225050566,4.27519477,11,Y,8.22480523,6.72480523,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51009.52853,70707.60032,87607.60724,80805.56931,81083.01031,82038.47345,82333.3234
1677,6035,21710_29.2646512_-94.8405341_0_48.84.jpg,UoxiA9luSSJ2lzsdRU7DmQ,1.268503138,0.677291217,29.2646512,-94.8405341,29.26472625,-94.84037366,"[2021, 4]",10,Y,228.1840057,2456.152196,1.268503138,4.417755702,10,Y,7.082244298,5.582244298,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51116.66145,70856.10418,87791.60539,80975.28145,81253.30515,82002.91461,82234.2394
2010,8443,2697_29.2625758_-94.8394294_0_81.06.jpg,e5z_G54wmZZRzqhipAjc_g,1.354542179,0.726174934,29.26257577,-94.8394294,29.26261481,-94.83928181,"[2021, 4]",10,Y,230.5070038,2481.156739,1.354542179,4.70003602,10,Y,6.79996398,5.29996398,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51111.7618,70849.31246,87783.19037,80967.51979,81245.51684,82002.7576,82236.43737
4648,10721,5450_29.303588_-94.7788894_0_328.23.jpg,wWkdBN4KbtDC9FNyqq0SOQ,1.907343349,0.769948788,29.303588,-94.7788894,29.30376174,-94.77905543,"[2019, 1]",11,Y,237.4629974,2556.030431,1.907343349,6.513688153,11,Y,5.986311847,4.486311847,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51094.36812,70825.20196,87753.31716,80939.966,81217.86844,81997.9604,82238.69191
4649,10758,5497_29.303588_-94.7788894_0_328.23.jpg,wWkdBN4KbtDC9FNyqq0SOQ,1.907343349,0.769948788,29.303588,-94.77888939,29.30376174,-94.77905542,"[2019, 1]",11,Y,237.4629974,2556.030431,1.907343349,6.513688153,11,Y,5.986311847,4.486311847,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51094.36812,70825.20196,87753.31716,80939.966,81217.86844,81997.9604,82238.69191
731,11313,6262_29.298783_-94.7865363_0_88.62.jpg,Pnb7IbAWFT8eGrb9ZZ79-Q,0.978062041,0.767038355,29.298783,-94.7865363,29.29878428,-94.78638658,"[2021, 3]",11,Y,210.2389984,2262.993745,0.978062041,3.464864964,11,Y,9.035135036,7.535135036,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50996.86963,70690.053,87585.86589,80785.516,81062.88815,81983.76567,82267.94272
1917,5145,19674_29.2776611_-94.8358929_0_124.17.jpg,8HG-C1j3yB8evCqYJNm9GA,1.328655984,0.373447772,29.2776611,-94.8358929,29.27756222,-94.83573141,"[2021, 4]",11,Y,221.2590027,2381.612084,1.328655984,4.615107559,11,Y,7.884892441,6.384892441,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50999.05364,70693.0804,87589.61688,80788.97575,81066.35978,81926.56501,82225.63764
1918,5168,19708_29.2776611_-94.8358929_0_124.17.jpg,8HG-C1j3yB8evCqYJNm9GA,1.328655984,0.373447772,29.27766107,-94.83589286,29.27756219,-94.83573137,"[2021, 4]",11,Y,221.2590027,2381.612084,1.328655984,4.615107559,11,Y,7.884892441,6.384892441,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50999.05364,70693.0804,87589.61688,80788.97575,81066.35978,81926.56501,82225.63764
6221,3791,16905_29.2853123_-94.8248978_0_197.54.jpg,TuRoYc_x37iKkmUAVLKBuQ,2.225268282,0.73684732,29.28531234,-94.82489778,29.28518953,-94.82491447,"[2017, 9]",11,Y,246.8130035,2656.673059,2.225268282,7.556748957,11,Y,4.943251043,3.443251043,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51027.88382,70733.04378,87639.13201,80834.64643,81112.18726,81922.99502,82173.20522
1351,5899,21042_29.2698236_-94.8417298_0_322.88.jpg,3lJFTBm05urzvSc_uoArzg,1.185991298,0.617713822,29.2698236,-94.8417298,29.26994394,-94.84180816,"[2020, 3]",10,Y,225.6750031,2429.145517,1.185991298,4.147047566,10,Y,7.352952434,5.852952434,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51047.79909,70760.64962,87673.33599,80866.19473,81143.84389,81885.211,82113.99225
640,122,1023_29.2854215_-94.8293791_0_283.18.jpg,ndoU93JoSKh2JBvwTJR6SQ,0.929665316,0.536506715,29.2854215,-94.8293791,29.28545816,-94.82965141,"[2021, 4]",11,Y,208.4810028,2244.070838,0.929665316,3.306083058,11,Y,9.193916942,7.693916942,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50926.7572,70592.86565,87465.44953,80674.44902,80951.43983,81864.61707,82146.41787
139,4834,19064_29.2793225_-94.8385876_0_227.05.jpg,2gW40Oe02dhtFhAwd5LBWw,0.455959892,0.342879834,29.2793225,-94.8385876,29.27921928,-94.83869556,"[2020, 3]",11,Y,195.1470032,2100.544861,0.455959892,1.751931404,11,Y,10.7480686,9.248068596,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50934.15587,70603.12141,87478.15655,80686.16944,80963.20049,81817.97287,82081.75029
3048,1332,12649_29.2969967_-94.8041024_0_308.78.jpg,CHxcy0LeediU7NYWQnhzXA,1.596534666,0.760645286,29.2969967,-94.8041024,29.2971705,-94.80437467,"[2021, 4]",12,Y,219.628006,2364.056182,1.596534666,5.493974626,12,Y,8.006025374,6.506025374,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50841.45223,70474.61891,87318.94034,80539.31511,80815.84194,81777.84469,82074.71272
221,512,11119_29.3056371_-94.7858019_0_163.58.jpg,fQ6qE86texvHJeSoBduscw,0.584312485,0.502161463,29.30563705,-94.78580193,29.30542678,-94.7857405,"[2021, 3]",12,Y,190.5390015,2050.944743,0.584312485,2.173035712,12,Y,11.32696429,9.826964288,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50918.73189,70581.74124,87451.66626,80661.73591,80938.68306,81773.27173,82030.82057
222,10548,5207_29.3056371_-94.7858019_0_163.58.jpg,fQ6qE86texvHJeSoBduscw,0.584312485,0.502161463,29.30563705,-94.78580193,29.30542678,-94.7857405,"[2021, 3]",12,Y,190.5390015,2050.944743,0.584312485,2.173035712,12,Y,11.32696429,9.826964288,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50918.73189,70581.74124,87451.66626,80661.73591,80938.68306,81773.27173,82030.82057
1273,6086,21800_29.2635766_-94.8399567_0_245.65.jpg,gYjSH5oGcpOrWfTVyXeAmg,1.168285663,0.677178433,29.26357665,-94.83995672,29.26351446,-94.84011345,"[2021, 4]",10,Y,224.8849945,2420.641935,1.168285663,4.088958212,10,Y,7.411041788,5.911041788,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50974.55889,70659.12665,87547.54775,80750.17296,81027.42376,81766.19561,81994.17598
3101,3696,16761_29.2853322_-94.8293487_0_58.34.jpg,2bDkJcodSVfiU_ggbD_PSg,1.607075792,0.539998434,29.2853322,-94.8293487,29.28539142,-94.82920523,"[2021, 4]",11,Y,228.3690033,2458.143493,1.607075792,5.528558373,11,Y,6.971441627,5.471441627,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50953.82706,70630.38892,87511.94134,80717.3311,80994.46914,81744.68634,81976.19868
538,11189,6090_29.2995535_-94.782745_0_343.55.jpg,TPM2MSlYwCrmClZqCFhweA,0.86627278,0.788966232,29.2995535,-94.782745,29.29975101,-94.78284155,"[2019, 10]",11,Y,206.2429962,2219.981135,0.86627278,3.098102297,11,Y,9.401897703,7.901897703,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50841.78086,70475.07445,87319.50476,80539.83571,80816.36433,81719.73878,81998.51449
3660,6505,2265_29.2725221_-94.8444593_0_320.97.jpg,TUPkgvycUKFoN8VBi5mggQ,1.717256091,0.677526813,29.27252213,-94.84445932,29.27261871,-94.84451826,"[2019, 1]",11,Y,231.2510071,2489.165124,1.717256091,5.890042293,11,Y,6.609957707,5.109957707,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50922.01657,70586.29435,87457.30762,80666.93926,80943.90428,81703.58917,81938.02318
3168,11660,6721_29.2973378_-94.7840318_0_147.95.jpg,zo6pPGa5YKSb_SxYrPsk9Q,1.622162603,0.823411004,29.29733784,-94.78403179,29.29719991,-94.78395506,"[2019, 8]",11,Y,228.6369934,2461.028115,1.622162603,5.578055784,11,Y,6.921944216,5.421944216,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50922.26027,70586.63216,87457.72617,80667.32531,80944.29166,81695.38923,81927.17325
3169,11662,6723_29.2973378_-94.7840318_0_147.95.jpg,zo6pPGa5YKSb_SxYrPsk9Q,1.622162603,0.823411004,29.29733784,-94.78403179,29.29719991,-94.78395506,"[2019, 8]",11,Y,228.6369934,2461.028115,1.622162603,5.578055784,11,Y,6.921944216,5.421944216,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50922.26027,70586.63216,87457.72617,80667.32531,80944.29166,81695.38923,81927.17325
